time_offset,end_time,pkg_name,start_time,custom,comment,datauuid,deviceuuid,update_time,create_time
-18000000,2018-01-30 06:21:00.000,com.sec.android.app.shealth,2018-01-29 21:43:00.000,,,bffd946f-f3ad-54ed-9fae-7351fb39e334,F/D7+hL5E5,2018-01-30 08:17:47.011,2018-01-30 06:36:10.297
-18000000,2018-01-31 06:24:00.000,com.sec.android.app.shealth,2018-01-30 21:59:00.000,,,e0a1661d-dad1-f571-10bb-15b668b56c2f,F/D7+hL5E5,2018-01-31 08:22:26.345,2018-01-31 06:31:27.503
-18000000,2018-02-01 06:37:00.000,com.sec.android.app.shealth,2018-01-31 22:14:00.000,,,1db10de5-840d-0b09-1d8a-9506fab6d442,F/D7+hL5E5,2018-02-01 06:52:05.260,2018-02-01 06:52:05.260
-18000000,2018-02-02 07:14:00.000,com.sec.android.app.shealth,2018-02-01 21:38:00.000,,,74845709-7176-0c70-e120-4d65de63d21a,F/D7+hL5E5,2018-02-02 07:41:38.616,2018-02-02 07:19:57.042
-18000000,2018-02-03 04:32:00.000,com.sec.android.app.shealth,2018-02-02 21:45:00.000,,,7f823e3e-609a-3a82-f972-28bd72ac3a62,F/D7+hL5E5,2018-02-03 04:48:15.220,2018-02-03 04:33:13.816
-18000000,2018-02-04 06:09:00.000,com.sec.android.app.shealth,2018-02-03 22:17:00.000,,,7d0e7e5b-5421-dfe8-6f4d-8a7cf19c68f0,F/D7+hL5E5,2018-02-04 06:38:21.946,2018-02-04 06:20:31.660
-18000000,2018-02-05 05:42:00.000,com.sec.android.app.shealth,2018-02-04 22:23:00.000,,,28d482ea-9280-e6d6-4f83-13185c728a40,F/D7+hL5E5,2018-02-05 06:06:18.310,2018-02-05 05:53:49.697
-18000000,2018-02-06 05:32:00.000,com.sec.android.app.shealth,2018-02-05 22:24:00.000,,,f3ae4148-51bf-1f77-b5e7-e3d7276e3af7,F/D7+hL5E5,2018-02-06 05:33:58.988,2018-02-06 05:33:58.988
-18000000,2018-02-07 06:07:00.000,com.sec.android.app.shealth,2018-02-06 22:03:00.000,,,6162f0db-d899-4efb-a471-ba8e5ecf6493,F/D7+hL5E5,2018-02-07 08:30:45.789,2018-02-07 06:21:36.349
-18000000,2018-02-08 05:12:00.000,com.sec.android.app.shealth,2018-02-07 22:59:00.000,,,dafff106-4d80-3d6b-00a8-40d61787fa12,F/D7+hL5E5,2018-02-08 05:29:57.638,2018-02-08 05:13:49.145
-18000000,2018-02-09 04:18:00.000,com.sec.android.app.shealth,2018-02-08 22:00:00.000,,,095e5c43-db7b-eb38-9bc1-c8b37e55c9e8,F/D7+hL5E5,2018-02-09 05:19:20.353,2018-02-09 04:20:11.192
-18000000,2018-02-10 05:52:00.000,com.sec.android.app.shealth,2018-02-09 22:55:00.000,,,98e4dc75-823e-7112-cd1f-1f396b8e196a,F/D7+hL5E5,2018-02-10 06:10:48.126,2018-02-10 06:01:59.172
-18000000,2018-02-10 14:19:00.000,com.sec.android.app.shealth,2018-02-10 11:52:00.000,,,7c701a40-4bb2-932b-c664-5e211bf1e815,F/D7+hL5E5,2018-02-10 14:33:51.280,2018-02-10 14:33:51.280
-18000000,2018-02-11 05:44:00.000,com.sec.android.app.shealth,2018-02-10 22:17:00.000,,,ab433015-0bbc-f724-77ee-c5662a41bbe2,F/D7+hL5E5,2018-02-11 06:03:21.840,2018-02-11 05:46:01.384
-18000000,2018-02-12 06:02:00.000,com.sec.android.app.shealth,2018-02-11 22:04:00.000,,,3e03dec6-4722-38aa-eb47-65dc51c85f88,F/D7+hL5E5,2018-02-12 08:04:20.886,2018-02-12 06:17:11.299
-18000000,2018-02-13 05:45:00.000,com.sec.android.app.shealth,2018-02-12 21:47:00.000,,,68d19a9c-c6fa-2fef-5c4f-cc04537fad19,F/D7+hL5E5,2018-02-13 05:56:46.165,2018-02-13 05:46:41.929
-18000000,2018-02-14 05:17:00.000,com.sec.android.app.shealth,2018-02-13 21:34:00.000,,,e1e5eda8-e3c0-1870-5fd2-cfe54fb792c8,F/D7+hL5E5,2018-02-14 05:19:25.777,2018-02-14 05:19:25.777
-18000000,2018-02-15 07:08:00.000,com.sec.android.app.shealth,2018-02-14 22:21:00.000,,,702abd7b-c657-0d02-6629-eca30aabff59,F/D7+hL5E5,2018-02-15 07:13:03.817,2018-02-15 07:09:43.310
-18000000,2018-02-16 06:52:00.000,com.sec.android.app.shealth,2018-02-15 21:52:00.000,,,df4f1a49-7723-0115-3462-f9b722478a4a,F/D7+hL5E5,2018-02-16 07:10:37.523,2018-02-16 06:54:57.627
-18000000,2018-02-17 06:32:00.000,com.sec.android.app.shealth,2018-02-16 22:35:00.000,,,c61ff446-0772-176f-7c4b-05307096fba2,F/D7+hL5E5,2018-02-17 06:37:15.415,2018-02-17 06:36:30.204
-18000000,2018-02-18 06:30:00.000,com.sec.android.app.shealth,2018-02-17 22:45:00.000,,,45422fc1-35a4-7645-ab48-a38c0d23bfa1,F/D7+hL5E5,2018-02-18 06:36:05.374,2018-02-18 06:31:16.175
-18000000,2018-02-18 19:04:00.000,com.sec.android.app.shealth,2018-02-18 17:43:00.000,,,6211e83f-3841-9886-762b-974a3183b573,F/D7+hL5E5,2018-02-18 19:05:36.322,2018-02-18 19:05:36.322
-18000000,2018-02-20 00:40:00.000,com.sec.android.app.shealth,2018-02-19 21:12:00.000,,,4953be3c-9909-9b97-e999-87af8e367923,F/D7+hL5E5,2018-02-20 00:54:55.283,2018-02-20 00:54:55.283
-18000000,2018-02-22 05:10:00.000,com.sec.android.app.shealth,2018-02-21 22:00:00.000,,,e12fcada-d472-1cea-5f80-47f9333e5031,F/D7+hL5E5,2018-02-22 05:24:40.283,2018-02-22 05:24:40.283
-18000000,2018-02-23 04:44:00.000,com.sec.android.app.shealth,2018-02-22 21:40:00.000,,,b5b8ca61-38f5-b0f8-744b-2421d85c1ae0,F/D7+hL5E5,2018-02-23 04:45:49.249,2018-02-23 04:45:49.249
-18000000,2018-02-24 06:46:00.000,com.sec.android.app.shealth,2018-02-24 02:05:00.000,,,f485f886-64e2-2b3b-daa2-c89574727f23,F/D7+hL5E5,2018-02-24 06:46:11.159,2018-02-24 06:46:11.159
-18000000,2018-02-25 08:28:00.000,com.sec.android.app.shealth,2018-02-25 01:15:00.000,,,0419de25-ff8a-e425-0864-7e83b7f5d991,F/D7+hL5E5,2018-02-25 08:30:16.332,2018-02-25 08:30:16.332
-18000000,2018-02-26 05:53:00.000,com.sec.android.app.shealth,2018-02-25 23:16:00.000,,,1e75a548-8b60-1bce-c183-c0dfd44e798d,F/D7+hL5E5,2018-02-26 07:36:56.131,2018-02-26 05:54:38.160
-18000000,2018-02-27 07:02:00.000,com.sec.android.app.shealth,2018-02-26 21:50:00.000,,,161a352b-f9fd-1a38-b8ae-6ef0fa498d4b,F/D7+hL5E5,2018-02-27 07:32:09.493,2018-02-27 07:03:34.825
-18000000,2018-02-28 04:44:00.000,com.sec.android.app.shealth,2018-02-27 22:17:00.000,,,c536acb0-965d-4f27-c91f-55a8bbec5133,F/D7+hL5E5,2018-02-28 04:46:27.741,2018-02-28 04:46:27.741
-18000000,2018-03-01 05:15:00.000,com.sec.android.app.shealth,2018-02-28 22:19:00.000,,,af627ee8-e556-366a-4358-d346af8f861d,F/D7+hL5E5,2018-03-01 05:15:46.956,2018-03-01 05:15:46.956
-18000000,2018-03-02 06:00:00.000,com.sec.android.app.shealth,2018-03-01 22:09:00.000,,,9bb022f2-d800-9637-abb8-edd7a886ef00,F/D7+hL5E5,2018-03-02 06:26:17.171,2018-03-02 06:00:57.857
-18000000,2018-03-03 05:19:00.000,com.sec.android.app.shealth,2018-03-02 22:55:00.000,,,353533e6-8753-a564-e67e-171c0386c61c,F/D7+hL5E5,2018-03-03 05:40:27.836,2018-03-03 05:20:10.002
-18000000,2018-03-04 06:26:00.000,com.sec.android.app.shealth,2018-03-03 22:57:00.000,,,74cab487-a0cf-1c7e-924c-1179c42bf291,F/D7+hL5E5,2018-03-04 06:45:45.843,2018-03-04 06:27:23.747
-18000000,2018-03-06 06:20:00.000,com.sec.android.app.shealth,2018-03-05 22:51:00.000,,,d371cb1f-5906-be6a-3b7b-9631e14ecf09,F/D7+hL5E5,2018-03-06 06:20:04.267,2018-03-06 06:20:04.267
-18000000,2018-03-07 06:52:00.000,com.sec.android.app.shealth,2018-03-06 21:46:00.000,,,9f26b15e-a686-f2be-b20a-88c991655ec9,F/D7+hL5E5,2018-03-07 08:11:33.734,2018-03-07 07:07:12.323
-18000000,2018-03-08 04:30:00.000,com.sec.android.app.shealth,2018-03-07 22:23:00.000,,,03f12ce0-9ade-5c74-9d57-686fd3966f2a,F/D7+hL5E5,2018-03-08 08:39:58.387,2018-03-08 04:32:02.181
-18000000,2018-03-09 06:42:00.000,com.sec.android.app.shealth,2018-03-08 22:26:00.000,,,16c97b07-7605-bb1b-22a1-b48d5ac17ef7,F/D7+hL5E5,2018-03-09 07:41:30.789,2018-03-09 06:42:36.968
